Training,ROUGH,TWI,SLOPE,SPI,LANDCOVER,ELEVATION,CURVE,ASPECT
0,0.490773,1.809022,19.277184,0.188415,2,1257,-0.488928,91.548157
0,0.574064,-3.860764,14.893982,-0.091132,2,1236,0.398862,125.909721
0,0.506098,8.695135,16.54981,0.205454,2,1233,-0.373129,178.492569
0,0.505869,7.609674,21.750305,0.112028,2,1244,-0.720525,198.434952
0,0.541896,-31.116411,19.533427,-0.892772,2,1444,1.415317,135
0,0.436998,11.551192,14.035486,-0.014071,2,1366,-0.823457,171.253845
0,0.500797,0.66037,17.375184,0.093576,0,856,-0.945689,180.507034
0,0.550207,-84.140477,7.257544,-0.385862,0,864.5,0.501794,201.801407
0,0.526295,-54.536372,15.043737,-0.502783,0,858,0.82989,43.408859
0,0.424914,-4.184443,14.739806,-0.037656,0,721.5,-0.212298,141.22583
0,0.490618,-10.1438,10.471406,0.044764,0,705,0.250897,104.036247
0,0.480137,31.176628,17.297761,0.553739,0,1332,-1.157987,174.95755
0,0.458968,19.997752,17.643542,0.28165,0,1345.5,-0.501794,210.465546
